oem,model,launch_announced,launch_status,body_dimensions,body_weight,body_sim,display_type,display_size,display_resolution,features_sensors,platform_os
Ulefone,Armor X6,2019,2019,null,8,Hybrid Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.0 inches  68.9 cm (~58.2% screen-to-body ratio),720 x 1280 pixels  16:9 ratio (~294 ppi density),Accelerometer  proximity  compass,Android 9.0 (Pie)
Ulefone,Armor 6S,2019,2019,null,270,Hybrid Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.2 inches  96.9 cm (~70.3% screen-to-body ratio),1080 x 2246 pixels  18.7:9 ratio (~402 ppi density),Fingerprint (rear-mounted)  accelerometer  gyro  proximity  compass  baroceptor  uv sensor,Android 9.0 (Pie)
Ulefone,Armor 3W,2019,2019,null,365,Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.7 inches  83.8 cm (~64.2% screen-to-body ratio),1080 x 2160 pixels  18:9 ratio (~424 ppi density),Fingerprint (side-mounted)  accelerometer  gyro  proximity  compass  barometer  coulombmeter,Android 9.0 (Pie)
Ulefone,Armor 3WT,2019,2019,null,7,Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.7 inches  83.8 cm (~64.2% screen-to-body ratio),1080 x 2160 pixels  18:9 ratio (~424 ppi density),Fingerprint (side-mounted)  accelerometer  gyro  proximity  compass  barometer  coulombmeter,Android 9.0 (Pie)
Ulefone,Armor X5,2019,2019,null,8,Hybrid Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.5 inches  78.1 cm (~66.0% screen-to-body ratio),720 x 1440 pixels  18:9 ratio (~293 ppi density),Accelerometer  proximity  compass,Android 9.0 (Pie)
Ulefone,T2,2019,2019,null,2,Hybrid Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.7 inches  112.0 cm (~83.3% screen-to-body ratio),1080 x 2280 pixels  19:9 ratio (~377 ppi density),Fingerprint (rear-mounted)  accelerometer  gyro  proximity  compass,Android 9.0 (Pie)
Ulefone,Armor X3,2019,2019,null,235,Hybrid Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.5 inches  78.1 cm (~63.8% screen-to-body ratio),720 x 1440 pixels  18:9 ratio (~293 ppi density),Accelerometer  proximity  compass,Android 9.0 (Pie)
Ulefone,Armor 5S,2019,2019,null,228,Hybrid Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.85 inches  85.7 cm (~71.2% screen-to-body ratio),720 x 1512 pixels  19:9 ratio (~286 ppi density),Fingerprint (rear-mounted)  accelerometer  gyro  proximity  compass  coulombmeter,Android 9.0 (Pie)
Ulefone,Armor 6E,2019,2019,null,5,Hybrid Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.2 inches  96.9 cm (~70.3% screen-to-body ratio),1080 x 2246 pixels  18.7:9 ratio (~402 ppi density),Fingerprint (rear-mounted)  accelerometer  gyro  proximity  compass  baroceptor  uv sensor,Android 9.0 (Pie)
Ulefone,Note 7P,2019,2019,null,8,Hybrid Dual SIM (Micro-SIM/Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.1 inches  92.3 cm (~80.2% screen-to-body ratio),600 x 1280 pixels (~232 ppi density),Fingerprint (rear-mounted)  accelerometer  proximity,Android 9.0 (Pie)
Ulefone,S11,2019,2019,null,5,Hybrid Dual SIM (Micro-SIM/Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.1 inches  92.3 cm (~80.2% screen-to-body ratio),600 x 1280 pixels (~232 ppi density),Accelerometer  proximity,Android 8.1 Oreo (Go edition)
Ulefone,Note 7,2019,2019,null,5,Hybrid Dual SIM (Micro-SIM/Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.1 inches  92.3 cm (~80.2% screen-to-body ratio),600 x 1280 pixels (~232 ppi density),Accelerometer  proximity,Android 8.1 Oreo (Go edition)
Ulefone,Armor X2,2018,2018,null,256,Hybrid Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.5 inches  78.1 cm (~62.5% screen-to-body ratio),720 x 1440 pixels  18:9 ratio (~293 ppi density),Fingerprint (side-mounted)  accelerometer  proximity,Android 8.1 (Oreo)
Ulefone,S1,2018,2018,null,183,Hybrid Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.5 inches  78.1 cm (~74.3% screen-to-body ratio),480 x 960 pixels  18:9 ratio (~195 ppi density),Accelerometer  proximity,Android 8.1 Oreo (Go edition)
Ulefone,Armor X,2018,2018,null,256,Hybrid Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.5 inches  78.1 cm (~62.5% screen-to-body ratio),720 x 1440 pixels  18:9 ratio (~293 ppi density),Fingerprint (side-mounted)  accelerometer  proximity  compass,Android 8.1 (Oreo)
Ulefone,Armor 2,2017,2017,null,270,Hybrid Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.0 inches  68.9 cm (~55.4% screen-to-body ratio),1080 x 1920 pixels  16:9 ratio (~441 ppi density),Fingerprint (front-mounted)  accelerometer  proximity  gyro  compass  barometer,Android 7.0 (Nougat)
Ulefone,T2 Pro,2018,Cancelled,null,159,Dual SIM (Nano-SIM/Micro-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.7 inches  112.7 cm (~86.8% screen-to-body ratio),1080 x 2258 pixels  19:9 ratio (~374 ppi density),Accelerometer  gyro  proximity  compass,Android 8.1 (Oreo)
Unnecto,Quattro Z,2014,Discontinued,null,110,Dual SIM (dual stand-by),IPS LCD capacitive touchscreen,4.0 inches  45.5 cm (~55.8% screen-to-body ratio),480 x 800 pixels  5:3 ratio (~233 ppi density),V1,Android 4.2.2 (Jelly Bean)
Unnecto,Drone Z,2014,Discontinued,null,100,Dual SIM (dual stand-by),Capacitive touchscreen,3.5 inches  36.5 cm (~51.5% screen-to-body ratio),320 x 480 pixels  3:2 ratio (~165 ppi density),V1,Android 4.2.2 (Jelly Bean)
Unnecto,Drone,2012,Discontinued,null,117,Dual SIM (dual stand-by),TFT resistive touchscreen,3.2 inches  3.20  29.1 cm (~50.4% screen-to-body ratio),240 x 400 pixels  5:3 ratio (~146 ppi density),V1,Android 2.2 (Froyo)
Vertu,Ascent Ti Damascus Steel,2009,Discontinued,null,160,Mini-SIM,TFT  16M colors,2.0 inches  12.4 cm (~21.9% screen-to-body ratio),240 x 320 pixels  4:3 ratio (~200 ppi density),V1,null
vivo,V19 Neo,2020,2020,null,176,Dual SIM (Nano-SIM  dual stand-by),Super AMOLED capacitive touchscreen  16M colors,6.44 inches  100.1 cm (~84.9% screen-to-body ratio),1080 x 2400 pixels  20:9 ratio (~409 ppi density),Fingerprint (under display  optical)  accelerometer  gyro  proximity  compass,Android 9.0 (Pie)  Funtouch 9.2
vivo,Z5x (2020),2020,2020,null,1,Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.53 inches  104.7 cm (~83.4% screen-to-body ratio),1080 x 2340 pixels  19.5:9 ratio (~395 ppi density),Fingerprint (rear-mounted)  accelerometer  gyro  proximity  compass,Android 9.0 (Pie)  upgradable to Android 10  Funtouch 10
vivo,X50 Pro+,2020,2020,null,5,Dual SIM (Nano-SIM  dual stand-by),AMOLED capacitive touchscreen  16M colors,6.56 inches  104.6 cm (~90.6% screen-to-body ratio),1080 x 2376 pixels (~398 ppi density),Fingerprint (under display  optical)  accelerometer  gyro  proximity  compass  color spectrum,Android 10  Funtouch 10.5
vivo,X50 Pro,2020,2020,null,5,Dual SIM (Nano-SIM  dual stand-by),AMOLED capacitive touchscreen  16M colors,6.56 inches  104.6 cm (~90.6% screen-to-body ratio),1080 x 2376 pixels (~398 ppi density),Fingerprint (under display  optical)  accelerometer  gyro  proximity  compass  color spectrum,Android 10  Funtouch 10.5
vivo,Y70s,2020,2020,null,190,Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.53 inches  104.7 cm (~84.4% screen-to-body ratio),1080 x 2340 pixels  19.5:9 ratio (~395 ppi density),Fingerprint (side-mounted)  accelerometer  proximity  compass,Android 10  Funtouch 10.0
vivo,iQOO Z1,2020,2020,null,195,Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.57 inches  104.0 cm (~83.9% screen-to-body ratio),1080 x 2408 pixels  20:9 ratio (~402 ppi density),Fingerprint (side-mounted)  accelerometer  proximity  compass,Android 10  iQOO UI 1.0
vivo,X50 Lite,2020,2020,null,2,Hybrid Dual SIM (Nano-SIM  dual stand-by),AMOLED capacitive touchscreen  16M colors,6.38 inches  99.9 cm (~83.4% screen-to-body ratio),1080 x 2340 pixels  19.5:9 ratio (~404 ppi density),Fingerprint (under display  optical)  accelerometer  gyro  proximity  compass,Android 10  Funtouch 10
vivo,Y30,2020,2020,null,197,Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.47 inches  102.8 cm (~82.9% screen-to-body ratio),720 x 1560 pixels  19.5:9 ratio (~266 ppi density),Fingerprint (rear-mounted)  accelerometer  proximity  compass,Android 10  Funtouch 10.0
vivo,iQOO Neo3 5G,2020,2020,null,1,Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.57 inches  104.0 cm (~84.0% screen-to-body ratio),1080 x 2408 pixels  20:9 ratio (~402 ppi density),Fingerprint (side-mounted)  accelerometer  proximity  compass,Android 10  iQOO UI 1.0
vivo,Y50,2020,2020,null,197,Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.53 inches  102.9 cm (~83.1% screen-to-body ratio),1080 x 2400 pixels  20:9 ratio (~403 ppi density),Fingerprint (rear-mounted)  accelerometer  proximity  compass,Android 10  Funtouch 10.0
vivo,V19,2020,2020,null,5,Dual SIM (Nano-SIM  dual stand-by),Super AMOLED capacitive touchscreen  16M colors,6.44 inches  100.1 cm (~83.7% screen-to-body ratio),1080 x 2400 pixels  20:9 ratio (~409 ppi density),Fingerprint (under display  optical)  accelerometer  gyro  proximity  compass,Android 10  Funtouch 10.0
vivo,S6 5G,2020,2020,null,181,Dual SIM (Nano-SIM  dual stand-by),AMOLED capacitive touchscreen  16M colors,6.44 inches  100.1 cm (~83.2% screen-to-body ratio),1080 x 2400 pixels  20:9 ratio (~409 ppi density),Fingerprint (under display  optical)  accelerometer  gyro  proximity  compass,Android 10  Funtouch 10.0
vivo,NEX 3S 5G,2020,2020,null,5,Dual SIM (Nano-SIM  dual stand-by),Super AMOLED capacitive touchscreen  16M colors,6.89 inches  119.3 cm (~93.6% screen-to-body ratio),1080 x 2256 pixels (~363 ppi density),Fingerprint (under display  optical)  accelerometer  gyro  proximity  compass,Android 10  Funtouch 10.0
vivo,V19 (Indonesia),2020,2020,null,176,Dual SIM (Nano-SIM  dual stand-by),Super AMOLED capacitive touchscreen  16M colors,6.44 inches  100.1 cm (~84.9% screen-to-body ratio),1080 x 2400 pixels  20:9 ratio (~409 ppi density),Fingerprint (under display  optical)  accelerometer  gyro  proximity  compass,Android 10  Funtouch 10.0
vivo,Z6 5G,2020,2020,null,201,Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.57 inches  104.2 cm (~84.6% screen-to-body ratio),1080 x 2400 pixels  20:9 ratio (~401 ppi density),Fingerprint (rear-mounted)  accelerometer  gyro  proximity  compass,Android 10  Funtouch 10.0
vivo,iQOO 3 5G,2020,2020,null,5,Dual SIM (Nano-SIM  dual stand-by),Super AMOLED capacitive touchscreen  16M colors,6.44 inches  100.1 cm (~84.3% screen-to-body ratio),1080 x 2400 pixels  20:9 ratio (~409 ppi density),Fingerprint (under display  optical)  accelerometer  gyro  proximity  compass,Android 10  iQOO UI 1.0
vivo,X30 Pro,2019,2019,null,5,Dual SIM (Nano-SIM  dual stand-by),Super AMOLED capacitive touchscreen  16M colors,6.44 inches  100.1 cm (~85.3% screen-to-body ratio),1080 x 2400 pixels  20:9 ratio (~409 ppi density),Fingerprint (under display  optical)  accelerometer  gyro  proximity  compass,Android 9.0 (Pie)  Funtouch 10.0
vivo,X30,2019,2019,null,5,Dual SIM (Nano-SIM  dual stand-by),Super AMOLED capacitive touchscreen  16M colors,6.44 inches  100.1 cm (~85.3% screen-to-body ratio),1080 x 2400 pixels  20:9 ratio (~409 ppi density),Fingerprint (under display  optical)  accelerometer  gyro  proximity  compass,Android 9.0 (Pie)  Funtouch 10.0
vivo,V17,2019,2019,null,176,Single SIM (Nano-SIM) or Dual SIM (Nano-SIM  dual stand-by),Super AMOLED capacitive touchscreen  16M colors,6.44 inches  100.1 cm (~84.9% screen-to-body ratio),1080 x 2400 pixels  20:9 ratio (~409 ppi density),Fingerprint (under display  optical)  accelerometer  gyro  proximity  compass,Android 9.0 (Pie)  Funtouch 9.2
vivo,iQOO Neo 855 Racing,2019,2019,null,5,Dual SIM (Nano-SIM  dual stand-by),Super AMOLED capacitive touchscreen  16M colors,6.38 inches  99.9 cm (~83.3% screen-to-body ratio),1080 x 2340 pixels  19.5:9 ratio (~404 ppi density),Fingerprint (under display  optical)  accelerometer  gyro  proximity  compass,Android 9.0 (Pie)  Funtouch 9
vivo,Z5i,2019,2019,null,193,Hybrid Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.53 inches  104.7 cm (~84.4% screen-to-body ratio),1080 x 2340 pixels  19.5:9 ratio (~395 ppi density),Fingerprint (rear-mounted)  accelerometer  proximity  compass,Android 9.0 (Pie)  Funtouch 9.2
vivo,V17 (Russia),2019,2019,null,7,Hybrid Dual SIM (Nano-SIM  dual stand-by),Super AMOLED capacitive touchscreen  16M colors,6.38 inches  99.9 cm (~83.4% screen-to-body ratio),1080 x 2340 pixels  19.5:9 ratio (~404 ppi density),Fingerprint (under display  optical)  accelerometer  gyro  proximity  compass,Android 9.0 (Pie)  Funtouch 9.2
vivo,S1 Pro,2019,2019,null,7,Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM  dual stand-by),Super AMOLED capacitive touchscreen  16M colors,6.38 inches  99.9 cm (~83.4% screen-to-body ratio),1080 x 2340 pixels  19.5:9 ratio (~404 ppi density),Fingerprint (under display  optical)  accelerometer  gyro  proximity  compass,Android 9.0 (Pie)  Funtouch 9.2
vivo,Y3 Standard,2019,2019,null,5,Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.35 inches  99.6 cm (~81.5% screen-to-body ratio),720 x 1544 pixels (~268 ppi density),Fingerprint (rear-mounted)  accelerometer  proximity  compass,Android 9.0 (Pie)  Funtouch 9.1
vivo,Y19,2019,2019,null,193,Single SIM (Nano-SIM) or Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.53 inches  104.7 cm (~84.4% screen-to-body ratio),1080 x 2340 pixels  19.5:9 ratio (~395 ppi density),Fingerprint (rear-mounted)  accelerometer  proximity  compass,Android 9.0 (Pie)  Funtouch 9.2
vivo,iQOO Neo 855,2019,2019,null,5,Dual SIM (Nano-SIM  dual stand-by),Super AMOLED capacitive touchscreen  16M colors,6.38 inches  99.9 cm (~83.3% screen-to-body ratio),1080 x 2340 pixels  19.5:9 ratio (~404 ppi density),Fingerprint (under display  optical)  accelerometer  gyro  proximity  compass,Android 9.0 (Pie)  Funtouch 9
vivo,Y11 (2019),2019,2019,null,5,Hybrid Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.35 inches  99.6 cm (~81.4% screen-to-body ratio),720 x 1544 pixels (~268 ppi density),Fingerprint (rear-mounted)  accelerometer  proximity  compass,Android 9.0 (Pie)  Funtouch 9.1
vivo,Y3 (4GB+64GB),2019,2019,null,190,Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.35 inches  99.6 cm (~81.5% screen-to-body ratio),720 x 1544 pixels (~268 ppi density),Fingerprint (rear-mounted)  accelerometer  proximity  compass,Android 9.0 (Pie)  Funtouch 9.0
vivo,Y3,2019,2019,null,5,Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.35 inches  99.6 cm (~81.5% screen-to-body ratio),720 x 1544 pixels (~268 ppi density),Fingerprint (rear-mounted)  accelerometer  proximity  compass,Android 9.0 (Pie)  Funtouch 9.0
vivo,NEX 3 5G,2019,2019,null,5,Dual SIM (Nano-SIM  dual stand-by),Super AMOLED capacitive touchscreen  16M colors,6.89 inches  119.3 cm (~93.6% screen-to-body ratio),1080 x 2256 pixels (~363 ppi density),Fingerprint (under display  optical)  accelerometer  gyro  proximity  compass,Android 9.0 (Pie)  upgradable to Android 10  Funtouch 10
vivo,V17 Pro,2019,2019,null,8,Dual SIM (Nano-SIM  dual stand-by),Super AMOLED capacitive touchscreen  16M colors,6.44 inches  100.1 cm (~84.3% screen-to-body ratio),1080 x 2400 pixels  20:9 ratio (~409 ppi density),Fingerprint (under display  optical)  accelerometer  gyro  proximity  compass,Android 9.0 (Pie)  Funtouch 9.1
vivo,NEX 3,2019,2019,null,3,Dual SIM (Nano-SIM  dual stand-by),Super AMOLED capacitive touchscreen  16M colors,6.89 inches  119.3 cm (~93.6% screen-to-body ratio),1080 x 2256 pixels (~363 ppi density),Fingerprint (under display  optical)  accelerometer  gyro  proximity  compass,Android 9.0 (Pie)  Funtouch 9.1
vivo,Z1x,2019,2019,null,6,Dual SIM (Nano-SIM  dual stand-by),Super AMOLED capacitive touchscreen  16M colors,6.38 inches  99.9 cm (~83.3% screen-to-body ratio),1080 x 2340 pixels  19.5:9 ratio (~404 ppi density),Fingerprint (under display  optical)  accelerometer  proximity  compass,Android 9.0 (Pie)  upgradable to Android 10  Funtouch 10
vivo,iQOO Pro 5G,2019,2019,null,217,Dual SIM (Nano-SIM  dual stand-by),Super AMOLED capacitive touchscreen  16M colors,6.41 inches  100.9 cm (~83.9% screen-to-body ratio),1080 x 2340 pixels  19.5:9 ratio (~402 ppi density),Fingerprint (under display  optical)  accelerometer  gyro  proximity  compass,Android 9.0 (Pie)  Funtouch 9.1
vivo,iQOO Pro,2019,2019,null,215,Dual SIM (Nano-SIM  dual stand-by),Super AMOLED capacitive touchscreen  16M colors,6.41 inches  100.9 cm (~83.9% screen-to-body ratio),1080 x 2340 pixels  19.5:9 ratio (~402 ppi density),Fingerprint (under display  optical)  accelerometer  gyro  proximity  compass,Android 9.0 (Pie)  Funtouch 9.1
vivo,Y90,2019,2019,null,5,Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.22 inches  96.6 cm (~82.9% screen-to-body ratio),720 x 1520 pixels  19:9 ratio (~270 ppi density),Accelerometer  proximity  compass,Android 8.1 (Oreo)  Funtouch 4.5
vivo,V17 Neo,2019,2019,null,179,Dual SIM (Nano-SIM  dual stand-by),Super AMOLED capacitive touchscreen  16M colors,6.38 inches  99.9 cm (~83.3% screen-to-body ratio),1080 x 2340 pixels  19.5:9 ratio (~404 ppi density),Fingerprint (under display  optical)  accelerometer  gyro  proximity  compass,Android 9.0 (Pie)  Funtouch 9
vivo,Z1Pro,2019,2019,null,201,Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.53 inches  104.7 cm (~83.4% screen-to-body ratio),1080 x 2340 pixels  19.5:9 ratio (~395 ppi density),Fingerprint (rear-mounted)  accelerometer  gyro  proximity  compass,Android 9.0 (Pie)  upgradable to Android 10  Funtouch 10
vivo,iQOO Neo,2019,2019,null,5,Dual SIM (Nano-SIM  dual stand-by),Super AMOLED capacitive touchscreen  16M colors,6.38 inches  99.9 cm (~83.3% screen-to-body ratio),1080 x 2340 pixels  19.5:9 ratio (~404 ppi density),Fingerprint (under display  optical)  accelerometer  gyro  proximity  compass,Android 9.0 (Pie)  Funtouch 9
vivo,Z5x,2019,2019,null,1,Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.53 inches  104.7 cm (~83.4% screen-to-body ratio),1080 x 2340 pixels  19.5:9 ratio (~395 ppi density),Fingerprint (rear-mounted)  accelerometer  gyro  proximity  compass,Android 9.0 (Pie)  Funtouch 9
vivo,S1 Pro (China),2019,2019,null,185,Hybrid Dual SIM (Nano-SIM  dual stand-by),Super AMOLED capacitive touchscreen  16M colors,6.39 inches  100.2 cm (~85.3% screen-to-body ratio),1080 x 2340 pixels  19.5:9 ratio (~403 ppi density),Fingerprint (under display  optical)  accelerometer  gyro  proximity  compass,Android 9.0 (Pie)  Funtouch 9
vivo,Z3x,2019,2019,null,150,Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.26 inches  97.8 cm (~84.2% screen-to-body ratio),1080 x 2280 pixels  19:9 ratio (~403 ppi density),Fingerprint (rear-mounted)  accelerometer  proximity  compass,Android 9.0 (Pie)  Funtouch 9
vivo,Y17,2019,2019,null,5,Single SIM (Nano-SIM) or Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.35 inches  99.6 cm (~81.4% screen-to-body ratio),720 x 1544 pixels (~268 ppi density),Fingerprint (rear-mounted)  accelerometer  proximity  compass,Android 9.0 (Pie)  Funtouch 9
vivo,Y12,2019,2019,null,5,Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.35 inches  99.6 cm (~81.4% screen-to-body ratio),720 x 1544 pixels (~268 ppi density),Fingerprint (rear-mounted)  accelerometer  proximity  compass,Android 9.0 (Pie)  Funtouch 9
vivo,S1 (China),2019,2019,null,5,Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.53 inches  104.7 cm (~85.0% screen-to-body ratio),1080 x 2340 pixels  19.5:9 ratio (~395 ppi density),Fingerprint (rear-mounted)  accelerometer  proximity  compass,Android 9.0 (Pie)  Funtouch 9
vivo,Y91i (India),2019,2019,null,5,Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.22 inches  96.6 cm (~82.9% screen-to-body ratio),720 x 1520 pixels  19:9 ratio (~270 ppi density),Accelerometer  proximity  compass,Android 8.1 (Oreo)  Funtouch 4.5
vivo,Y15S (2015),2015,2015,null,130,Dual SIM (Micro-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,4.5 inches  55.8 cm (~64.1% screen-to-body ratio),480 x 854 pixels  16:9 ratio (~218 ppi density),Accelerometer  proximity  compass,Android 5.1 (Lollipop)
vivo,Y15 (2013),2013,Discontinued,null,130,Dual SIM (Micro-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,4.5 inches  55.8 cm (~64.1% screen-to-body ratio),480 x 854 pixels  16:9 ratio (~218 ppi density),Accelerometer  proximity  compass,Android 4.2.2 (Jelly Bean)
VK Mobile,VK4500,2005,Discontinued,null,86,Mini-SIM,TFT  256K colors,2.0 inches  31 x 39 mm  12.6 cm (~26.2% screen-to-body ratio),176 x 220 pixels (~141 ppi density),V1,null
